Gene	PMCC	TS500	MSKCC_IMPACT.curated	MSKCC_HEME	FoundationOne	FoundationHeme	TEMPUS	CancerGeneCensus_Tier1	OncoKB-Annotated	CancerGeneCensus_Tier2	az300	familial_cancer	TSGene2-tumour-suppressors	TSGene2-oncogenes
SOX2	1	1	1	1	1	1	1	0	1	1	1	0	0	0
SOX21	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SOX7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SOX9	1	1	1	0	1	0	1	0	1	0	1	0	0	0
SP100	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP140	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPARC	1	0	0	0	0	0	0	0	0	0	0	0	1	0
SPARCL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPECC1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SPEN	1	1	1	1	1	1	1	0	1	1	0	0	0	0
SPI1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SPINK1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPINT2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPOP	1	1	1	1	1	1	1	0	1	1	1	0	1	1
SPRED1	0	0	1	0	0	0	1	0	1	0	1	0	0	0
SPRY2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPRY4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPTA1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
SPTBN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SRC	1	1	1	1	1	1	1	0	1	1	0	0	0	1
SRGAP3	0	0	0	0	0	0	0	1	0	0	0	0	1	0
SRPX	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SRSF2	0	1	1	1	0	1	1	0	1	1	0	0	0	1
SRSF3	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SRY	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SS18	0	0	0	0	0	1	0	0	0	1	0	0	0	1
SS18L1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SSBP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSTR1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
SSX2	0	0	0	0	0	1	0	0	0	1	0	0	0	1
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSX4	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ST13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ST20	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ST5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ST7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAG1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
STAG2	1	1	1	1	1	1	1	0	1	1	1	0	0	0
STARD13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAT3	1	1	1	1	1	1	1	0	1	1	1	0	1	0
STAT4	1	1	0	0	1	1	1	0	0	0	0	0	0	0
STAT5A	0	1	1	1	0	1	1	0	1	0	0	0	1	0
STAT5B	0	1	1	1	0	1	1	0	1	1	0	0	0	0
STAT6	0	0	0	1	0	1	1	0	0	1	0	0	0	0
STIL	0	0	0	0	0	0	0	0	0	1	0	0	0	1
STK10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STK11	1	1	1	1	1	1	1	0	1	1	1	1	1	0
STK19	1	0	1	0	0	0	0	0	1	0	0	0	0	0
STK40	0	1	1	0	0	0	0	0	1	0	0	0	0	0
STRADA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STRN	0	0	0	0	0	0	0	0	0	1	0	0	0	0
STUB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STYK1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SUFU	1	1	1	1	1	1	1	0	1	1	0	1	1	0
SUZ12	0	1	1	1	0	1	1	0	1	1	0	0	1	1
SYK	1	1	1	1	1	1	1	0	1	1	0	0	1	0
SYNM	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SYNPO2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SYT13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TACC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF1	1	1	0	0	1	1	1	0	0	0	1	0	0	0
TAF15	0	0	0	0	0	1	0	0	0	1	0	0	0	1
TAGLN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TAL1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
TAL2	0	0	0	0	0	1	0	0	0	1	0	0	0	1
TANC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TANK	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TAP1	0	0	1	0	0	0	1	0	1	0	0	0	0	0
TAP2	0	0	1	0	0	0	1	0	1	0	0	0	0	0
TAT	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TBC1D12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TBC1D3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TBC1D3C	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TBL1XR1	0	0	0	1	0	1	1	0	0	1	1	0	0	0
TBL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TBRG1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TBX3	1	1	1	1	1	0	1	0	1	1	1	0	0	0
TBX5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCEA1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TCEAL7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCF12	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TCF3	0	1	1	0	0	1	1	0	1	1	0	0	1	1
TCF4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCF7L2	0	1	1	0	0	0	1	0	1	1	0	0	1	0
TCHP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCL1A	0	0	0	0	0	1	1	0	0	1	0	0	0	1
TCL1B	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCTA	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TDGF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TDRG1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TEC	0	0	0	0	0	1	0	1	0	0	0	0	0	0
TEK	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TENT5C	1	1	1	1	1	1	1	0	1	0	0	0	0	0
TERC	1	1	0	0	1	0	0	0	0	0	0	0	0	0
TERT	1	1	1	1	1	0	0	0	1	1	1	1	0	0
TES	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TET1	0	1	1	1	0	1	0	0	1	1	0	0	0	0
TET2	1	1	1	1	1	1	1	0	1	1	1	0	1	0
TET3	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TFAP2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TFE3	0	1	0	0	0	1	0	0	0	1	0	0	0	1
TFEB	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TFG	0	0	0	0	0	1	0	0	0	1	0	0	0	1
TFPI2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TFPT	0	0	0	0	0	1	0	1	0	0	0	0	0	1
TFRC	0	1	0	0	0	1	0	1	0	0	1	0	0	0
TGFB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TGFBI	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TGFBR1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
TGFBR2	1	1	1	1	1	1	1	0	1	1	1	0	1	0
TGFBR3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TGM3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
THBD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
THBS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
THRA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
THRAP3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
THRB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
THSD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
THY1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TIAF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TIGIT	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TIMP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TK1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TLE3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TLL2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TLR4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TLX1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
TLX3	0	0	0	0	0	1	0	0	0	1	0	0	0	0
TMEFF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEFF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM127	0	1	1	0	0	0	1	0	1	1	0	1	1	0
TMEM173	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM30A	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMPRSS11A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMPRSS2	1	1	1	0	1	1	1	0	1	1	0	0	0	0
TMPRSS6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMSB4XP8	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TNC	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TNF	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TNFAIP3	0	1	1	1	1	1	1	0	1	1	0	0	1	0
TNFAIP8L2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TNFRSF10A	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TNFRSF10B	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TNFRSF11A	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TNFRSF12A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TNFRSF14	1	1	1	1	1	1	1	0	1	1	0	0	0	0
TNFRSF17	0	0	0	0	0	1	1	0	0	1	0	0	0	1
TNFRSF18	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TNFRSF9	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TNFSF12	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TNFSF9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TNK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOM1L2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOP1	1	1	1	1	1	1	1	0	1	1	0	0	0	1
TOP2A	1	1	0	0	1	0	1	0	0	0	1	0	0	0
TOPORS	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TP53	1	1	1	1	1	1	1	0	1	1	1	1	1	0
TP53BP1	0	0	1	0	0	0	0	0	1	0	0	0	1	0
TP53BP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TP53COR1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TP53INP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TP63	0	1	1	1	0	1	1	0	1	1	0	0	1	0
TP73	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TPM1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TPM3	0	0	0	0	0	1	0	0	0	1	0	0	0	1
TPM4	0	0	0	0	0	1	0	0	0	1	0	0	0	0
TPMT	1	0	0	0	0	0	1	0	0	0	0	0	0	0
TPR	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TPTE2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRA	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRAF2	0	1	1	1	0	1	0	0	1	0	0	0	0	0
TRAF3	0	0	0	1	0	1	1	0	0	0	0	0	0	0
TRAF5	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TRAF7	0	1	1	0	0	0	0	0	1	1	0	0	0	0
TRB	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRD	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TREX2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRG	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM15	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM24	0	0	0	0	0	1	0	0	0	1	0	0	1	0
TRIM27	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TRIM3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM31	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM32	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM33	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRIM35	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM37	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM62	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIP11	0	0	0	0	0	1	0	0	0	1	0	0	0	0
TRIT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRRAP	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TSC1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
TSC2	1	1	1	1	1	1	1	0	1	1	1	1	1	0
TSC22D1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSG101	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSHR	1	1	1	1	1	1	1	0	1	1	0	1	0	1
TSHZ2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TSHZ3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TSLP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSPAN13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSPAN32	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSSC4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TTC4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TTF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TTL	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TUBB3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TUSC2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TUSC3	0	0	0	0	0	1	1	0	0	0	0	0	0	0
TUSC7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TWIST2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TXNIP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TYK2	0	0	0	1	0	1	0	0	1	0	0	0	0	0
TYMS	1	0	0	0	0	0	1	0	0	0	0	0	0	0
U2AF1	1	1	1	1	1	1	1	0	1	1	1	0	0	1
U2AF2	0	0	0	1	0	1	0	0	1	0	0	0	0	0
UBE2QL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBE2T	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBE4B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBIAD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBR5	0	0	0	1	0	0	0	0	0	1	0	0	0	0
UCHL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UFL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UGT1A1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UHRF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UIMC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UMPS	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UNC5A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UNC5B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UNC5C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UNC5D	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UPF1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
URI1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USP12	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USP33	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USP4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USP44	0	0	0	0	0	0	0	1	0	0	0	0	0	0
USP6	0	0	0	0	0	1	0	0	0	1	0	0	0	1
USP8	0	0	0	0	0	0	0	0	0	1	0	0	0	0
USP9X	0	0	0	0	0	0	0	0	0	0	1	0	0	0
UVRAG	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VAV1	0	0	0	1	0	0	0	1	0	0	0	0	0	1
VAV2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
VDR	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VEGFA	1	1	1	0	1	0	1	0	1	0	0	0	1	0
VEZF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
VEZT	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VHL	1	1	1	1	1	1	1	0	1	1	1	1	1	0
VIL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VIM	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VPS53	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VSIR	0	0	0	0	0	0	1	0	0	0	0	0	0	0
VSNL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VTCN1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
VTI1A	0	0	0	0	0	0	0	1	0	0	0	0	0	0
VTRNA2-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VWA5A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WAS	0	0	0	0	0	0	0	0	0	1	0	1	0	0
WDR11	0	0	0	0	0	0	0	0	0	0	0	0	1	1
WDR48	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WDR90	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WEE1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
WFDC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WHSC1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WHSC1L1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WIF1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
WISP1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WISP3	1	0	0	0	0	0	0	0	0	0	0	0	1	0
WNK2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
WNT1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
WNT11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WNT3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WNT5A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WNT7A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WRN	0	0	0	0	0	0	1	0	0	1	0	1	0	0
WT1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
WWOX	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WWTR1	0	0	1	0	0	0	0	0	1	1	0	0	0	1
XAF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
XBP1	0	0	0	1	0	1	0	0	0	0	0	0	0	1
XIAP	0	1	1	0	0	0	0	0	1	0	0	0	0	0
XIST	0	0	0	0	0	0	0	0	0	0	0	0	1	0
XPA	0	0	0	0	0	0	1	0	0	1	0	1	0	0
XPC	0	0	0	0	0	0	1	0	0	1	0	1	0	0
XPO1	1	1	1	1	1	1	1	0	1	1	0	0	0	0
XPO5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
XRCC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
XRCC2	0	1	1	0	0	0	1	0	1	0	0	1	0	0
XRCC3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
XRCC5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YAP1	0	1	1	0	0	0	0	0	1	0	0	0	1	1
YEATS4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YES1	0	1	1	0	0	0	0	0	1	0	0	0	0	1
YPEL3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YPEL5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YWHAE	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YY1AP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZBTB16	0	0	0	0	0	1	0	0	0	1	0	0	1	1
ZBTB18	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZBTB2	1	1	0	0	1	0	0	0	0	0	0	0	0	0
ZBTB4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZBTB48	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZBTB7A	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB7C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZC3H10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZCCHC8	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZDHHC2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZEB1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZFAS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZFHX3	0	1	1	0	0	0	1	0	1	1	0	0	1	0
ZFP36	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZFP36L2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZFP82	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZFYVE19	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZHX2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZIC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZMYM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZMYM3	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ZMYND10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZMYND11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF185	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF198	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ZNF217	1	1	0	0	1	1	1	0	0	0	1	0	0	0
ZNF24	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF278	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ZNF292	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF320	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF331	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ZNF366	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF382	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF384	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ZNF429	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF471	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF479	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF521	0	0	0	0	0	1	0	0	0	1	0	0	0	1
ZNF620	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF668	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZNF703	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ZNF750	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNRF3	1	0	0	0	0	0	1	1	0	0	0	0	0	0
ZRSR2	0	1	0	1	0	1	1	0	1	1	0	0	0	0
ZYX	0	0	0	0	0	0	0	0	0	0	0	0	1	0
